occupation,daily_income,work_days_per_month,monthly_transactions,savings_ratio,income_min,income_max,digital_payment_ratio,loan_history,financial_stability
shopkeeper,889.04,26,47,0.1969,700.0,1100.56,0.659,0,moderate
laborer,515.5,28,6,0.0529,420.83,610.16,0.194,0,unstable
shopkeeper,1236.16,29,59,0.4,909.66,1562.66,0.277,0,stable
delivery_worker,1680.69,23,44,0.0922,1250.39,1800.0,0.642,0,stable
street_vendor,455.35,21,9,0.0551,358.75,551.95,0.079,0,unstable
shopkeeper,714.79,26,65,0.2246,700.0,786.5,0.261,0,moderate
street_vendor,328.37,23,18,0.02,248.86,407.88,0.074,0,unstable
laborer,492.46,20,14,0.0,434.73,550.19,0.159,0,unstable
street_vendor,709.05,23,14,0.1243,519.41,898.69,0.17,0,moderate
street_vendor,543.89,26,3,0.1461,471.3,616.49,0.205,1,moderate
laborer,531.56,20,14,0.0,393.64,669.49,0.046,0,unstable
driver,1500.15,27,35,0.3493,1076.71,1600.0,0.508,1,stable
laborer,411.4,17,10,0.0539,305.21,517.6,0.029,0,unstable
laborer,253.71,19,13,0.1204,218.15,289.27,0.044,0,unstable
street_vendor,245.18,20,19,0.1352,200.0,301.64,0.205,0,unstable
street_vendor,772.67,20,23,0.1257,667.26,878.07,0.124,0,moderate
laborer,602.18,22,6,0.1078,511.93,692.43,0.179,0,moderate
driver,998.56,22,38,0.2166,771.08,1226.03,0.455,1,moderate
delivery_worker,1134.05,24,40,0.1501,842.58,1425.52,0.768,0,moderate
delivery_worker,943.76,19,31,0.2356,796.75,1090.76,0.842,0,moderate
shopkeeper,1899.88,28,53,0.3644,1546.14,2000.0,0.658,1,stable
delivery_worker,1540.73,27,47,0.0392,1100.03,1800.0,0.52,1,moderate
laborer,449.46,24,10,0.0,385.5,513.41,0.125,1,unstable
delivery_worker,1304.87,28,39,0.1762,939.42,1670.32,0.765,1,moderate
driver,859.1,19,31,0.143,663.05,1055.14,0.355,1,moderate
driver,758.36,23,36,0.1782,531.44,985.29,0.747,1,moderate
delivery_worker,1287.99,24,39,0.2042,909.96,1666.03,0.881,1,stable
laborer,385.91,23,5,0.0,334.59,437.22,0.093,0,unstable
delivery_worker,1784.83,25,47,0.1657,1301.65,1800.0,0.654,0,stable
shopkeeper,1956.64,23,62,0.2609,1608.25,2000.0,0.74,1,stable
shopkeeper,1918.93,22,42,0.1016,1376.12,2000.0,0.572,1,stable
shopkeeper,824.75,25,68,0.1598,700.0,1071.13,0.498,0,moderate
laborer,648.3,21,17,0.062,539.73,700.0,0.081,1,unstable
driver,1055.99,20,20,0.0222,823.32,1288.65,0.438,0,moderate
laborer,272.53,21,10,0.0693,218.27,326.78,0.149,0,unstable
driver,521.93,19,32,0.2094,500.0,641.56,0.403,0,moderate
laborer,430.55,19,12,0.0769,317.68,543.42,0.086,1,unstable
delivery_worker,1019.38,30,32,0.0974,778.85,1259.91,0.708,0,moderate
delivery_worker,1740.9,25,40,0.2067,1439.19,1800.0,0.609,1,stable
driver,655.86,21,26,0.1171,530.87,780.86,0.537,1,moderate
street_vendor,825.87,25,29,0.0257,713.34,900.0,0.204,0,moderate
laborer,315.73,20,15,0.0344,260.32,371.13,0.156,0,unstable
street_vendor,634.2,23,10,0.0849,462.14,806.26,0.054,0,unstable
shopkeeper,1341.04,20,54,0.2041,997.17,1684.91,0.686,1,moderate
driver,1575.69,16,16,0.2183,1105.09,1600.0,0.412,1,moderate
street_vendor,235.07,24,16,0.02,200.0,280.92,0.213,0,unstable
street_vendor,686.59,21,21,0.1226,550.41,822.78,0.318,1,unstable
delivery_worker,1630.65,24,42,0.1912,1369.41,1800.0,0.72,0,stable
delivery_worker,1433.31,24,33,0.2286,1012.41,1800.0,0.636,1,stable
driver,1208.9,23,27,0.2,1044.31,1373.49,0.499,1,moderate
street_vendor,454.0,16,16,0.1147,371.55,536.46,0.164,0,unstable
driver,1334.85,25,27,0.0241,988.25,1600.0,0.451,1,moderate
driver,659.49,22,31,0.1992,569.21,749.78,0.72,1,moderate
delivery_worker,1682.01,24,39,0.1538,1343.47,1800.0,0.606,1,stable
laborer,697.18,19,13,0.0067,594.62,700.0,0.175,0,unstable
driver,1463.18,20,21,0.0384,1217.32,1600.0,0.636,1,moderate
street_vendor,690.7,29,29,0.0,573.63,807.76,0.256,1,unstable
shopkeeper,1786.73,24,73,0.2294,1350.11,2000.0,0.332,1,stable
laborer,404.36,13,11,0.0312,305.7,503.01,0.079,0,unstable
delivery_worker,1526.81,22,24,0.2362,1183.16,1800.0,0.65,0,stable
street_vendor,605.85,17,12,0.0446,527.61,684.09,0.167,0,unstable
laborer,453.38,13,5,0.0897,339.63,567.14,0.088,0,unstable
street_vendor,818.62,26,21,0.1364,611.21,900.0,0.278,0,moderate
laborer,415.56,16,9,0.0779,368.41,462.7,0.076,0,unstable
shopkeeper,1768.58,22,53,0.2472,1443.01,2000.0,0.411,1,stable
driver,835.6,20,37,0.0765,616.44,1054.77,0.534,0,moderate
street_vendor,311.19,25,15,0.051,221.09,401.28,0.055,0,unstable
street_vendor,650.87,21,22,0.0688,562.6,739.13,0.077,1,unstable
driver,908.47,18,27,0.2488,662.84,1154.09,0.662,0,moderate
street_vendor,438.59,27,25,0.1566,331.06,546.12,0.165,0,moderate
street_vendor,313.62,27,13,0.0624,226.81,400.42,0.23,0,unstable
delivery_worker,1578.6,21,50,0.1454,1284.73,1800.0,0.773,0,moderate
laborer,489.1,13,11,0.0578,343.54,634.67,0.041,1,unstable
driver,842.09,27,51,0.2594,734.88,949.31,0.786,0,stable
shopkeeper,853.88,26,41,0.1757,710.68,997.07,0.522,0,moderate
street_vendor,359.07,27,16,0.0,272.04,446.1,0.126,1,unstable
shopkeeper,829.7,26,46,0.1801,700.0,1048.28,0.273,0,moderate
driver,543.21,16,42,0.0812,500.0,631.03,0.699,0,unstable
shopkeeper,1152.45,24,67,0.2416,1028.19,1276.72,0.599,0,stable
laborer,642.91,10,9,0.0965,477.26,700.0,0.13,1,unstable
shopkeeper,1552.31,30,33,0.27,1255.32,1849.29,0.467,1,stable
shopkeeper,1837.9,23,57,0.2215,1474.74,2000.0,0.394,0,stable
driver,802.74,22,38,0.1734,590.77,1014.71,0.336,1,moderate
shopkeeper,1658.73,24,36,0.2755,1275.55,2000.0,0.422,1,stable
driver,728.12,17,14,0.0705,595.74,860.49,0.416,0,unstable
driver,1254.08,21,32,0.0838,1011.4,1496.76,0.461,1,moderate
driver,1001.67,28,30,0.1303,737.56,1265.79,0.74,1,moderate
laborer,291.63,16,7,0.0,217.42,365.83,0.177,0,unstable
street_vendor,484.17,17,16,0.0249,384.01,584.34,0.065,0,unstable
laborer,238.75,22,9,0.0,212.1,265.39,0.2,0,unstable
laborer,387.62,15,10,0.0,318.95,456.3,0.099,0,unstable
delivery_worker,792.65,22,40,0.1296,664.04,921.25,0.812,1,moderate
shopkeeper,1660.54,26,65,0.2871,1245.41,2000.0,0.294,0,stable
laborer,268.34,20,12,0.021,223.29,313.4,0.133,1,unstable
driver,692.9,21,24,0.1852,587.75,798.06,0.723,1,moderate
driver,538.77,22,26,0.2289,500.0,635.21,0.4,0,moderate
street_vendor,385.7,20,21,0.1183,312.3,459.1,0.205,0,unstable
street_vendor,384.65,30,25,0.0861,327.7,441.6,0.162,0,moderate
driver,1388.92,20,23,0.208,1096.65,1600.0,0.532,0,moderate
driver,827.93,22,18,0.1592,708.18,947.67,0.452,0,moderate
shopkeeper,1512.29,27,54,0.137,1180.52,1844.07,0.465,1,stable
laborer,469.88,21,9,0.0606,329.93,609.84,0.041,0,unstable
driver,1127.92,20,34,0.2428,881.41,1374.44,0.597,0,moderate
laborer,426.08,18,5,0.0,364.28,487.88,0.05,0,unstable
street_vendor,732.92,25,13,0.0885,610.94,854.9,0.331,0,moderate
laborer,698.75,15,10,0.0567,492.12,700.0,0.195,0,unstable
delivery_worker,1226.61,25,33,0.0177,976.63,1476.58,0.786,0,moderate
laborer,497.94,20,14,0.1008,362.79,633.1,0.1,1,unstable
driver,915.59,17,30,0.1342,642.0,1189.18,0.721,0,unstable
shopkeeper,1440.67,24,48,0.214,1092.73,1788.61,0.583,1,stable
shopkeeper,771.07,27,44,0.2508,700.0,995.11,0.741,0,moderate
delivery_worker,1166.79,25,30,0.1857,907.44,1426.13,0.749,0,moderate
laborer,562.53,16,10,0.0881,478.2,646.86,0.129,1,unstable
delivery_worker,1629.33,27,35,0.0919,1163.03,1800.0,0.801,0,stable
street_vendor,400.85,23,15,0.0158,358.56,443.14,0.1,1,unstable
driver,930.53,19,38,0.1598,658.48,1202.58,0.528,0,moderate
street_vendor,487.52,25,20,0.0,416.05,558.99,0.208,0,unstable
laborer,379.4,22,10,0.0827,287.07,471.73,0.168,0,unstable
laborer,527.26,18,2,0.0781,465.61,588.91,0.097,0,unstable
driver,1499.74,22,31,0.1226,1212.52,1600.0,0.658,1,stable
shopkeeper,1324.44,25,68,0.1865,1152.74,1496.15,0.479,1,moderate
shopkeeper,1027.5,26,41,0.17,849.22,1205.78,0.451,1,moderate
delivery_worker,1000.58,25,30,0.054,788.91,1212.25,0.859,1,moderate
laborer,509.56,25,6,0.0021,407.08,612.04,0.14,0,moderate
shopkeeper,1964.47,30,32,0.2326,1520.75,2000.0,0.297,1,stable
street_vendor,722.78,23,28,0.0,590.9,854.65,0.165,0,moderate
delivery_worker,1375.42,23,42,0.1324,1205.97,1544.88,0.746,1,moderate
street_vendor,306.71,25,19,0.0639,250.83,362.59,0.251,1,unstable
delivery_worker,978.3,25,46,0.2643,842.15,1114.46,0.775,0,moderate
driver,760.45,26,40,0.103,616.78,904.12,0.685,1,moderate
shopkeeper,1571.22,27,59,0.3638,1270.89,1871.55,0.336,1,stable
shopkeeper,1738.89,24,60,0.2919,1510.24,1967.53,0.672,0,stable
street_vendor,782.2,30,16,0.0858,670.9,893.51,0.071,0,moderate
laborer,212.21,18,14,0.057,200.0,258.04,0.124,1,unstable
shopkeeper,719.99,26,56,0.1881,700.0,892.02,0.483,1,moderate
laborer,576.97,22,10,0.072,429.33,700.0,0.139,1,unstable
shopkeeper,1052.93,27,47,0.1325,946.44,1159.42,0.323,0,moderate
laborer,602.85,23,7,0.0,533.93,671.77,0.157,0,unstable
driver,1387.04,20,24,0.2112,1100.21,1600.0,0.554,0,moderate
driver,1537.42,24,35,0.0505,1301.7,1600.0,0.395,0,moderate
street_vendor,707.6,26,13,0.1867,606.67,808.53,0.098,0,moderate
delivery_worker,937.82,30,31,0.1719,825.99,1049.66,0.616,1,moderate
driver,638.23,20,33,0.1135,556.66,719.8,0.52,1,moderate
laborer,250.15,17,14,0.0372,210.23,290.07,0.12,1,unstable
laborer,513.82,14,13,0.1072,421.84,605.81,0.082,0,unstable
laborer,393.58,16,10,0.1051,299.07,488.09,0.087,0,unstable
shopkeeper,1795.92,28,48,0.2911,1553.41,2000.0,0.612,0,stable
shopkeeper,1356.65,25,52,0.1597,1112.69,1600.6,0.68,0,moderate
driver,742.07,18,34,0.103,539.66,944.49,0.411,0,moderate
shopkeeper,1526.95,26,47,0.2882,1162.76,1891.13,0.728,1,stable
delivery_worker,715.9,26,42,0.253,600.0,902.53,0.665,0,moderate
laborer,352.83,12,9,0.074,300.73,404.94,0.171,0,unstable
shopkeeper,1748.23,25,51,0.2474,1449.37,2000.0,0.356,1,stable
street_vendor,303.04,28,17,0.183,214.22,391.86,0.057,1,unstable
street_vendor,505.39,22,20,0.0479,391.11,619.67,0.159,0,unstable
shopkeeper,827.36,27,42,0.3547,700.0,1022.58,0.717,1,stable
laborer,205.56,15,4,0.0881,200.0,257.78,0.109,1,unstable
shopkeeper,950.18,25,65,0.3003,774.49,1125.87,0.404,0,moderate
shopkeeper,1820.17,26,48,0.2003,1564.39,2000.0,0.449,1,stable
street_vendor,633.16,27,15,0.0444,455.94,810.39,0.168,0,moderate
shopkeeper,1013.93,26,48,0.2144,769.37,1258.48,0.528,0,moderate
laborer,404.73,20,10,0.0748,314.29,495.18,0.11,0,unstable
laborer,447.26,15,8,0.1613,391.09,503.43,0.113,0,unstable
delivery_worker,1673.8,27,10,0.225,1354.6,1800.0,0.792,1,stable
shopkeeper,1391.0,26,63,0.3643,1077.4,1704.59,0.339,1,stable
street_vendor,436.49,26,16,0.0113,355.52,517.46,0.331,1,unstable
laborer,406.31,19,6,0.0411,290.37,522.25,0.075,0,unstable
delivery_worker,822.18,26,24,0.2509,663.24,981.12,0.823,1,moderate
delivery_worker,1349.47,23,32,0.141,1184.02,1514.92,0.578,0,moderate
delivery_worker,1276.33,24,41,0.2029,1103.76,1448.89,0.757,0,moderate
street_vendor,510.89,24,27,0.08,415.27,606.52,0.16,0,unstable
driver,532.21,29,32,0.1126,500.0,632.24,0.542,0,moderate
driver,1350.9,17,26,0.1971,1016.46,1600.0,0.398,1,moderate
delivery_worker,1142.81,26,44,0.2247,834.07,1451.56,0.627,1,moderate
driver,1252.62,17,39,0.2442,1091.53,1413.7,0.705,1,moderate
street_vendor,748.44,25,21,0.0361,524.01,900.0,0.269,0,moderate
shopkeeper,1520.95,29,37,0.2089,1126.63,1915.26,0.53,1,stable
street_vendor,469.1,28,15,0.0674,420.56,517.65,0.191,1,moderate
shopkeeper,1320.82,26,60,0.2558,1081.83,1559.8,0.73,1,stable
delivery_worker,1237.57,21,39,0.3851,1103.02,1372.11,0.937,0,stable
shopkeeper,1074.19,29,54,0.178,915.04,1233.34,0.595,0,stable
driver,544.92,22,30,0.0323,500.0,682.55,0.491,1,unstable
street_vendor,706.04,26,15,0.0596,535.5,876.58,0.073,0,unstable
delivery_worker,879.68,23,23,0.2278,731.16,1028.2,0.582,0,moderate
shopkeeper,1158.33,26,35,0.2243,815.34,1501.32,0.272,0,moderate
delivery_worker,1478.71,26,59,0.2688,1194.59,1762.83,0.8,1,stable
street_vendor,388.09,30,25,0.0653,315.14,461.05,0.16,1,moderate
delivery_worker,901.76,24,57,0.1334,772.86,1030.66,0.9,0,moderate
delivery_worker,1403.81,29,47,0.181,1020.9,1786.72,0.874,0,stable
delivery_worker,1347.71,20,42,0.2349,1002.91,1692.51,0.525,0,moderate
delivery_worker,1046.98,24,24,0.2268,861.31,1232.65,0.714,1,moderate
shopkeeper,1159.7,22,54,0.1181,1019.89,1299.51,0.466,1,moderate
laborer,696.27,25,10,0.0329,555.96,700.0,0.177,0,unstable
street_vendor,690.63,28,21,0.1266,602.31,778.96,0.133,1,moderate
laborer,634.78,20,21,0.0893,491.91,700.0,0.08,1,unstable
street_vendor,770.66,30,16,0.0824,677.21,864.1,0.223,0,moderate
driver,758.32,19,32,0.1531,638.0,878.64,0.409,0,moderate
driver,1285.78,21,25,0.1388,944.77,1600.0,0.791,1,moderate
street_vendor,593.66,21,13,0.1115,533.57,653.75,0.089,0,moderate
driver,1348.15,22,33,0.2129,1184.59,1511.71,0.372,0,moderate
street_vendor,291.99,29,26,0.1794,239.36,344.62,0.086,1,unstable
delivery_worker,1557.88,25,43,0.0682,1175.91,1800.0,0.78,1,stable
shopkeeper,865.42,25,49,0.3757,766.43,964.4,0.559,0,stable
street_vendor,718.23,23,19,0.0821,580.08,856.38,0.143,0,moderate
shopkeeper,1426.33,25,68,0.2479,1215.2,1637.45,0.383,1,stable
laborer,334.12,23,11,0.0691,245.88,422.37,0.084,0,unstable
driver,542.02,22,24,0.0826,500.0,696.7,0.545,1,unstable
street_vendor,667.27,30,21,0.0914,470.45,864.09,0.186,0,moderate
laborer,394.11,16,7,0.0161,301.14,487.07,0.088,0,unstable
delivery_worker,904.65,25,32,0.0,805.2,1004.11,0.759,1,moderate
delivery_worker,1395.54,28,49,0.1447,1115.76,1675.32,0.827,1,stable
street_vendor,793.33,18,18,0.0734,567.99,900.0,0.268,0,unstable
street_vendor,646.1,22,20,0.0847,458.49,833.71,0.201,1,unstable
driver,743.34,20,29,0.1525,632.61,854.07,0.635,1,moderate
driver,559.53,24,30,0.2202,500.0,681.11,0.739,0,moderate
driver,583.44,19,45,0.1046,501.53,665.35,0.523,0,moderate
driver,613.8,16,44,0.1748,518.08,709.52,0.615,0,moderate
delivery_worker,1554.73,24,25,0.2408,1226.04,1800.0,0.932,0,stable
shopkeeper,1385.0,26,48,0.1727,1241.6,1528.4,0.418,0,moderate
driver,1089.23,16,28,0.1382,850.48,1327.98,0.556,1,moderate
shopkeeper,792.21,26,39,0.2935,700.0,939.49,0.531,1,moderate
driver,927.47,22,39,0.1007,666.59,1188.36,0.777,1,moderate
laborer,604.08,16,15,0.0,499.1,700.0,0.193,0,unstable
driver,1277.93,26,33,0.1469,957.27,1598.59,0.61,0,moderate
delivery_worker,1274.96,28,28,0.1393,920.51,1629.42,0.705,1,moderate
shopkeeper,1347.92,28,54,0.1878,969.56,1726.28,0.567,0,stable
laborer,239.58,20,8,0.1403,200.0,291.45,0.082,0,unstable
driver,557.97,14,30,0.2125,500.0,697.81,0.767,0,moderate
delivery_worker,1226.92,23,38,0.2329,887.27,1566.57,0.628,1,stable
street_vendor,535.36,30,21,0.1114,380.51,690.22,0.158,0,moderate
shopkeeper,856.38,25,62,0.2432,700.0,1047.69,0.252,1,moderate
laborer,309.84,29,19,0.0805,219.99,399.7,0.151,0,unstable
laborer,664.21,20,16,0.017,509.12,700.0,0.092,1,unstable
laborer,559.49,15,13,0.002,411.33,700.0,0.029,0,unstable
delivery_worker,1347.74,22,57,0.1627,975.07,1720.4,0.88,1,moderate
street_vendor,749.54,26,6,0.1389,602.23,896.85,0.157,0,moderate
delivery_worker,1691.85,27,33,0.1388,1192.31,1800.0,0.805,1,stable
driver,526.64,23,34,0.0,500.0,615.84,0.59,1,unstable
delivery_worker,1231.25,23,19,0.1583,1105.41,1357.1,0.804,0,moderate
shopkeeper,1195.09,27,33,0.3208,1073.84,1316.33,0.411,1,stable
delivery_worker,1734.85,27,49,0.1385,1233.29,1800.0,0.767,0,stable
laborer,438.81,19,16,0.0237,326.94,550.68,0.042,0,unstable
laborer,671.82,24,15,0.109,537.35,700.0,0.044,0,moderate
street_vendor,694.86,22,12,0.0691,490.29,899.42,0.163,0,unstable
delivery_worker,876.68,23,51,0.102,749.11,1004.25,0.616,0,moderate
driver,1240.19,22,25,0.0203,917.08,1563.31,0.431,0,moderate
laborer,553.24,21,5,0.0601,494.25,612.24,0.045,0,unstable
driver,841.96,26,19,0.188,683.52,1000.39,0.476,0,moderate
street_vendor,380.1,23,8,0.1098,303.42,456.79,0.192,1,unstable
delivery_worker,607.2,28,47,0.1335,600.0,694.11,0.517,1,moderate
street_vendor,745.45,17,14,0.0398,580.56,900.0,0.295,1,unstable
delivery_worker,1000.99,20,63,0.1676,767.89,1234.09,0.834,1,moderate
driver,1177.31,22,43,0.1271,854.58,1500.04,0.71,1,moderate
street_vendor,694.08,18,19,0.0613,496.98,891.18,0.081,0,unstable
laborer,234.85,17,5,0.0,200.87,268.83,0.122,0,unstable
street_vendor,233.06,23,14,0.0,206.0,260.12,0.284,0,unstable
driver,1168.04,19,40,0.127,832.78,1503.3,0.49,0,moderate
delivery_worker,911.37,21,46,0.128,767.51,1055.23,0.806,0,moderate
street_vendor,672.2,19,14,0.0838,493.69,850.71,0.08,0,unstable
shopkeeper,1126.14,30,45,0.3186,963.85,1288.43,0.619,0,stable
street_vendor,889.63,22,22,0.0994,748.14,900.0,0.224,0,moderate
driver,955.9,23,32,0.0844,747.42,1164.38,0.316,0,moderate
delivery_worker,1075.6,26,20,0.2891,911.27,1239.92,0.793,1,stable
driver,1266.96,20,21,0.1866,924.01,1600.0,0.483,1,moderate
street_vendor,657.43,23,29,0.0902,536.57,778.29,0.067,0,moderate
driver,1277.92,27,22,0.1442,1058.32,1497.52,0.709,1,moderate
driver,1163.48,20,35,0.14,998.3,1328.66,0.583,0,moderate
shopkeeper,1872.63,28,31,0.1921,1331.76,2000.0,0.488,1,stable
driver,1332.53,21,24,0.0927,1124.76,1540.31,0.452,0,moderate
delivery_worker,1165.83,20,25,0.2201,970.7,1360.97,0.503,0,moderate
shopkeeper,1683.37,27,64,0.0497,1285.27,2000.0,0.377,1,stable
laborer,618.01,22,7,0.0201,445.4,700.0,0.096,0,unstable
shopkeeper,1687.95,27,51,0.1496,1236.37,2000.0,0.631,0,stable
driver,662.79,20,36,0.2429,526.85,798.73,0.345,0,moderate
shopkeeper,1104.5,25,47,0.2071,993.73,1215.27,0.296,0,moderate
street_vendor,349.78,12,23,0.1697,249.41,450.15,0.186,1,unstable
delivery_worker,1656.21,23,40,0.1245,1348.68,1800.0,0.791,1,stable
laborer,600.17,15,17,0.0,459.76,700.0,0.154,1,unstable
driver,550.48,24,14,0.0947,500.0,694.8,0.604,0,moderate
delivery_worker,841.44,25,45,0.2676,726.09,956.79,0.736,1,moderate
delivery_worker,848.08,23,42,0.1651,695.96,1000.2,0.555,0,moderate
street_vendor,349.46,20,16,0.1671,272.17,426.75,0.254,0,unstable
street_vendor,550.16,27,25,0.1306,437.98,662.33,0.246,0,moderate
delivery_worker,787.01,25,38,0.2023,675.15,898.86,0.613,1,moderate
delivery_worker,1678.51,29,41,0.164,1210.99,1800.0,0.701,1,stable
shopkeeper,1660.84,23,36,0.2224,1290.69,2000.0,0.392,1,stable
delivery_worker,1041.33,18,56,0.2579,784.06,1298.6,0.595,1,moderate
shopkeeper,727.52,25,48,0.2477,700.0,816.04,0.572,0,moderate
delivery_worker,736.73,22,38,0.1228,616.58,856.89,0.91,0,moderate
driver,1295.19,21,38,0.1661,1027.6,1562.78,0.44,1,moderate
street_vendor,288.23,23,10,0.1127,224.29,352.16,0.268,0,unstable
delivery_worker,1704.6,27,47,0.1198,1334.73,1800.0,0.715,1,stable
delivery_worker,956.88,21,57,0.1608,770.5,1143.25,0.875,0,moderate
street_vendor,532.32,22,16,0.0713,438.18,626.47,0.287,0,unstable
driver,713.29,26,13,0.0429,569.16,857.41,0.571,0,moderate
shopkeeper,1756.77,25,45,0.3809,1263.57,2000.0,0.5,0,stable
laborer,669.93,15,9,0.0971,581.03,700.0,0.102,0,unstable
laborer,246.57,23,11,0.0503,200.0,314.75,0.037,1,unstable
laborer,361.81,21,7,0.0861,318.13,405.48,0.196,0,unstable
street_vendor,321.4,21,2,0.0553,258.66,384.14,0.256,0,unstable
driver,1370.06,22,16,0.1245,1009.64,1600.0,0.378,1,moderate
driver,860.71,18,36,0.14,701.67,1019.75,0.728,0,moderate
street_vendor,875.35,21,13,0.0491,699.64,900.0,0.258,0,unstable
delivery_worker,1324.8,25,54,0.2356,992.24,1657.36,0.776,1,stable
driver,959.16,15,24,0.1321,798.87,1119.45,0.38,1,unstable
shopkeeper,1185.19,25,33,0.3019,854.64,1515.74,0.275,1,moderate
shopkeeper,973.83,24,36,0.237,700.0,1264.61,0.386,1,moderate
street_vendor,287.22,30,17,0.1109,212.71,361.74,0.127,0,moderate
delivery_worker,1382.69,19,50,0.2041,1202.84,1562.53,0.554,0,stable
laborer,239.72,25,18,0.0554,200.0,280.42,0.188,1,unstable
shopkeeper,1729.63,27,54,0.2804,1535.99,1923.27,0.435,1,stable
street_vendor,771.57,20,7,0.0551,601.33,900.0,0.077,0,unstable
delivery_worker,1064.81,28,41,0.1719,884.14,1245.49,0.598,0,moderate
laborer,640.38,18,14,0.0023,571.87,700.0,0.145,0,unstable
driver,524.12,26,27,0.0699,500.0,675.89,0.711,1,moderate
street_vendor,806.0,29,12,0.0172,645.16,900.0,0.27,0,moderate
delivery_worker,840.93,21,39,0.2783,621.0,1060.85,0.737,0,moderate
delivery_worker,1211.13,27,42,0.2309,989.0,1433.26,0.651,1,stable
driver,1436.4,23,23,0.1819,1179.54,1600.0,0.678,0,moderate
delivery_worker,922.33,26,61,0.2299,738.88,1105.79,0.637,1,moderate
driver,1018.34,19,24,0.1389,778.8,1257.88,0.679,1,moderate
delivery_worker,1448.31,25,52,0.2908,1210.16,1686.47,0.77,1,stable
street_vendor,880.64,24,17,0.0,740.04,900.0,0.213,0,moderate
shopkeeper,1211.26,21,59,0.1705,983.55,1438.96,0.34,0,moderate
driver,1137.45,20,29,0.0399,806.2,1468.7,0.789,0,moderate
driver,1301.48,19,39,0.3142,1122.14,1480.81,0.605,0,stable
street_vendor,663.19,26,28,0.0538,587.8,738.58,0.139,0,moderate
street_vendor,287.2,30,19,0.1286,234.43,339.96,0.062,1,moderate
laborer,361.26,18,6,0.0639,300.18,422.35,0.168,0,unstable
driver,1049.91,18,33,0.1835,900.26,1199.57,0.796,0,moderate
shopkeeper,1471.04,23,60,0.207,1165.49,1776.59,0.367,1,stable
street_vendor,643.86,19,8,0.091,567.13,720.59,0.116,0,unstable
driver,645.46,22,28,0.2735,502.48,788.45,0.423,0,moderate
driver,1093.07,17,13,0.1873,946.34,1239.8,0.668,0,moderate
street_vendor,238.19,25,20,0.1565,200.0,283.73,0.103,0,moderate
street_vendor,422.44,24,7,0.102,358.12,486.77,0.301,0,unstable
driver,957.77,23,30,0.14,795.71,1119.82,0.489,0,moderate
laborer,409.8,15,5,0.0794,301.89,517.71,0.162,0,unstable
driver,979.56,22,21,0.0929,805.87,1153.24,0.794,1,moderate
laborer,621.78,25,8,0.0399,515.4,700.0,0.191,0,moderate
laborer,577.47,16,1,0.0439,432.24,700.0,0.094,0,unstable
street_vendor,210.28,28,16,0.0887,200.0,259.08,0.254,1,moderate
laborer,456.17,14,5,0.0518,327.4,584.93,0.133,0,unstable
shopkeeper,735.04,25,30,0.2872,700.0,821.86,0.556,0,moderate
laborer,463.52,18,15,0.044,408.84,518.2,0.055,1,unstable
delivery_worker,995.32,22,35,0.2374,818.37,1172.27,0.674,0,moderate
driver,1089.93,18,31,0.0347,861.25,1318.61,0.312,1,unstable
delivery_worker,1287.15,22,32,0.1657,1111.58,1462.71,0.941,1,moderate
delivery_worker,1152.64,23,44,0.1902,886.82,1418.46,0.886,0,moderate
laborer,675.81,24,11,0.059,577.04,700.0,0.038,0,unstable
shopkeeper,1970.57,26,54,0.2344,1623.92,2000.0,0.441,1,stable
street_vendor,219.54,21,19,0.0689,200.0,280.66,0.14,0,unstable
street_vendor,567.79,24,28,0.0692,402.38,733.19,0.203,0,unstable
delivery_worker,1078.39,27,35,0.0246,920.99,1235.79,0.745,1,moderate
delivery_worker,606.43,24,55,0.2339,600.0,701.11,0.872,0,moderate
street_vendor,488.48,23,12,0.0458,367.29,609.67,0.244,0,unstable
driver,1113.11,19,39,0.185,909.99,1316.23,0.47,1,moderate
street_vendor,771.33,24,12,0.1374,659.86,882.81,0.264,1,moderate
driver,971.02,27,34,0.1748,827.59,1114.46,0.441,1,moderate
delivery_worker,904.11,26,20,0.1748,794.9,1013.33,0.599,1,moderate
laborer,286.52,21,10,0.0552,246.83,326.21,0.118,0,unstable
driver,1259.28,18,23,0.1358,1014.61,1503.95,0.518,1,moderate
driver,594.8,23,34,0.0836,513.2,676.4,0.503,0,moderate
street_vendor,696.27,30,20,0.143,599.9,792.64,0.272,1,moderate
driver,1304.56,27,17,0.1797,1102.97,1506.16,0.719,0,stable
delivery_worker,1371.53,25,45,0.1843,1016.56,1726.5,0.778,0,moderate
shopkeeper,1897.74,25,50,0.0911,1613.52,2000.0,0.625,1,stable
shopkeeper,1524.06,28,54,0.2649,1233.72,1814.4,0.644,1,stable
street_vendor,426.26,20,14,0.1331,382.48,470.04,0.157,0,unstable
shopkeeper,1348.36,24,66,0.3197,1024.08,1672.64,0.398,1,stable
delivery_worker,1673.6,27,34,0.192,1279.59,1800.0,0.868,0,stable
delivery_worker,1617.46,27,24,0.165,1140.45,1800.0,0.868,0,stable
laborer,203.02,15,10,0.0393,200.0,239.69,0.194,0,unstable
driver,746.81,15,40,0.1847,619.07,874.55,0.47,0,moderate
driver,1103.95,23,32,0.0288,932.08,1275.83,0.377,0,moderate
street_vendor,248.3,20,16,0.0,218.78,277.83,0.267,0,unstable
